Week Ending Date,Report Date,Date,Weighted Prices,Sales
06/17/2017,06/21/2017,06/10/2017,2.3886,"6,448,285"
06/17/2017,06/21/2017,06/03/2017,2.3215,"5,883,309"
06/17/2017,06/21/2017,05/27/2017,2.3087,"3,232,433"
06/17/2017,06/21/2017,05/20/2017,2.1920,"4,437,261"
06/10/2017,06/14/2017,05/13/2017,2.1185,"4,896,911"
06/10/2017,06/14/2017,05/20/2017,2.1920,"4,437,261"
06/10/2017,06/14/2017,05/27/2017,2.3087,"3,232,433"
06/10/2017,06/14/2017,06/03/2017,2.3215,"5,883,309"
06/10/2017,06/14/2017,06/10/2017,2.3886,"6,448,285"
06/03/2017,06/07/2017,06/03/2017,2.3205,"5,759,299"
06/03/2017,06/07/2017,05/27/2017,2.2981,"3,315,544"
06/03/2017,06/07/2017,05/20/2017,2.1901,"4,451,864"
06/03/2017,06/07/2017,05/13/2017,2.1181,"4,855,903"
06/03/2017,06/07/2017,05/06/2017,2.1052,"5,357,411"
05/27/2017,06/01/2017,04/29/2017,2.0891,"3,658,272"
05/27/2017,06/01/2017,05/06/2017,2.1052,"5,357,411"
05/27/2017,06/01/2017,05/13/2017,2.1181,"4,855,903"
05/27/2017,06/01/2017,05/20/2017,2.1881,"4,526,820"
05/27/2017,06/01/2017,05/27/2017,2.2971,"3,274,263"
05/20/2017,05/24/2017,05/20/2017,2.1881,"4,526,820"
05/20/2017,05/24/2017,05/13/2017,2.1181,"4,814,566"
05/20/2017,05/24/2017,05/06/2017,2.1054,"5,357,411"
05/20/2017,05/24/2017,04/29/2017,2.0891,"3,658,327"
05/20/2017,05/24/2017,04/22/2017,2.1088,"3,633,411"
05/13/2017,05/17/2017,04/15/2017,2.1339,"3,889,053"
05/13/2017,05/17/2017,04/22/2017,2.1088,"3,633,411"
05/13/2017,05/17/2017,04/29/2017,2.0891,"3,658,326"
05/13/2017,05/17/2017,05/06/2017,2.1054,"5,357,410"
05/13/2017,05/17/2017,05/13/2017,2.1181,"4,814,566"
05/06/2017,05/10/2017,05/06/2017,2.1058,"5,156,296"
05/06/2017,05/10/2017,04/29/2017,2.0892,"3,616,989"
05/06/2017,05/10/2017,04/22/2017,2.1088,"3,633,411"
05/06/2017,05/10/2017,04/15/2017,2.1339,"3,889,053"
05/06/2017,05/10/2017,04/08/2017,2.1299,"3,841,628"
04/29/2017,05/03/2017,04/01/2017,2.1456,"4,974,519"
04/29/2017,05/03/2017,04/08/2017,2.1299,"3,841,628"
04/29/2017,05/03/2017,04/15/2017,2.1339,"3,889,053"
04/29/2017,05/03/2017,04/22/2017,2.1088,"3,633,411"
04/29/2017,05/03/2017,04/29/2017,2.0892,"3,616,989"
04/22/2017,04/26/2017,04/22/2017,2.1088,"3,633,411"
04/22/2017,04/26/2017,04/15/2017,2.1331,"3,844,961"
04/22/2017,04/26/2017,04/08/2017,2.1299,"3,841,683"
04/22/2017,04/26/2017,04/01/2017,2.1456,"4,974,519"
04/22/2017,04/26/2017,03/25/2017,2.1656,"4,754,106"
04/15/2017,04/19/2017,03/18/2017,2.1915,"4,341,691"
04/15/2017,04/19/2017,03/25/2017,2.1656,"4,754,106"
04/15/2017,04/19/2017,04/01/2017,2.1456,"4,974,519"
04/15/2017,04/19/2017,04/08/2017,2.1299,"3,841,683"
04/15/2017,04/19/2017,04/15/2017,2.1331,"3,844,961"
04/08/2017,04/12/2017,04/08/2017,2.1282,"3,759,121"
04/08/2017,04/12/2017,04/01/2017,2.1456,"4,974,519"
04/08/2017,04/12/2017,03/25/2017,2.1656,"4,754,106"
04/08/2017,04/12/2017,03/18/2017,2.1915,"4,341,691"
04/08/2017,04/12/2017,03/11/2017,2.1897,"4,237,967"
04/01/2017,04/05/2017,03/04/2017,2.1553,"5,755,218"
04/01/2017,04/05/2017,03/11/2017,2.1897,"4,237,967"
04/01/2017,04/05/2017,03/18/2017,2.1915,"4,341,691"
04/01/2017,04/05/2017,03/25/2017,2.1656,"4,754,106"
04/01/2017,04/05/2017,04/01/2017,2.1456,"4,974,519"
03/25/2017,03/29/2017,03/25/2017,2.1658,"4,693,479"
03/25/2017,03/29/2017,03/18/2017,2.1915,"4,341,691"
03/25/2017,03/29/2017,03/11/2017,2.1897,"4,237,967"
03/25/2017,03/29/2017,03/04/2017,2.1553,"5,755,218"
03/25/2017,03/29/2017,02/25/2017,2.1383,"7,462,129"
03/18/2017,03/22/2017,02/18/2017,2.1624,"4,745,862"
03/18/2017,03/22/2017,02/25/2017,2.1383,"7,462,129"
03/18/2017,03/22/2017,03/04/2017,2.1560,"5,796,555"
03/18/2017,03/22/2017,03/11/2017,2.1897,"4,237,967"
03/18/2017,03/22/2017,03/18/2017,2.1969,"3,964,704"
03/11/2017,03/15/2017,03/11/2017,2.1898,"4,196,631"
03/11/2017,03/15/2017,03/04/2017,2.1560,"5,796,665"
03/11/2017,03/15/2017,02/25/2017,2.1383,"7,462,129"
03/11/2017,03/15/2017,02/18/2017,2.1624,"4,745,862"
03/11/2017,03/15/2017,02/11/2017,2.2149,"4,582,162"
03/04/2017,03/08/2017,02/04/2017,2.2292,"3,142,784"
03/04/2017,03/08/2017,02/11/2017,2.2148,"4,580,178"
03/04/2017,03/08/2017,02/18/2017,2.1624,"4,745,862"
03/04/2017,03/08/2017,02/25/2017,2.1383,"7,462,129"
03/04/2017,03/08/2017,03/04/2017,2.1560,"5,796,665"
02/25/2017,03/01/2017,02/25/2017,2.1383,"7,462,129"
02/25/2017,03/01/2017,02/18/2017,2.1624,"4,745,862"
02/25/2017,03/01/2017,02/11/2017,2.2148,"4,580,178"
02/25/2017,03/01/2017,02/04/2017,2.2292,"3,142,784"
02/25/2017,03/01/2017,01/28/2017,2.2557,"4,126,967"
02/18/2017,02/23/2017,01/21/2017,2.2711,"3,198,101"
02/18/2017,02/23/2017,01/28/2017,2.2557,"4,126,967"
02/18/2017,02/23/2017,02/04/2017,2.2292,"3,142,784"
02/18/2017,02/23/2017,02/11/2017,2.2148,"4,580,178"
02/18/2017,02/23/2017,02/18/2017,2.1640,"4,829,637"
02/11/2017,02/15/2017,02/11/2017,2.2148,"4,580,178"
02/11/2017,02/15/2017,02/04/2017,2.2292,"3,142,784"
02/11/2017,02/15/2017,01/28/2017,2.2557,"4,126,967"
02/11/2017,02/15/2017,01/21/2017,2.2711,"3,198,101"
02/11/2017,02/15/2017,01/14/2017,2.2330,"4,350,861"
02/04/2017,02/08/2017,01/07/2017,2.2737,"3,721,184"
02/04/2017,02/08/2017,01/14/2017,2.2330,"4,350,861"
02/04/2017,02/08/2017,01/21/2017,2.2711,"3,198,101"
02/04/2017,02/08/2017,01/28/2017,2.2557,"4,126,967"
02/04/2017,02/08/2017,02/04/2017,2.2292,"3,142,784"
01/28/2017,02/01/2017,01/28/2017,2.2557,"4,144,604"
01/28/2017,02/01/2017,01/21/2017,2.2711,"3,198,101"
01/28/2017,02/01/2017,01/14/2017,2.2330,"4,350,861"
01/28/2017,02/01/2017,01/07/2017,2.2737,"3,721,184"
01/28/2017,02/01/2017,12/31/2016,2.1629,"2,260,406"
01/21/2017,01/25/2017,12/24/2016,2.1150,"2,526,025"
01/21/2017,01/25/2017,12/31/2016,2.1629,"2,260,406"
01/21/2017,01/25/2017,01/07/2017,2.2737,"3,721,184"
01/21/2017,01/25/2017,01/14/2017,2.2330,"4,350,861"
01/21/2017,01/25/2017,01/21/2017,2.2711,"3,198,101"
01/14/2017,01/19/2017,01/14/2017,2.2329,"4,309,525"
01/14/2017,01/19/2017,01/07/2017,2.2737,"3,721,184"
01/14/2017,01/19/2017,12/31/2016,2.1629,"2,260,406"
01/14/2017,01/19/2017,12/24/2016,2.1150,"2,526,025"
01/14/2017,01/19/2017,12/17/2016,2.0974,"3,761,496"
01/07/2017,01/11/2017,12/10/2016,2.1064,"3,952,316"
01/07/2017,01/11/2017,12/17/2016,2.0974,"3,761,496"
01/07/2017,01/11/2017,12/24/2016,2.1150,"2,526,025"
01/07/2017,01/11/2017,12/31/2016,2.1629,"2,260,406"
01/07/2017,01/11/2017,01/07/2017,2.2742,"3,595,521"
12/31/2016,01/05/2017,12/31/2016,2.1627,"2,254,894"
12/31/2016,01/05/2017,12/24/2016,2.1150,"2,526,025"
12/31/2016,01/05/2017,12/17/2016,2.0974,"3,761,551"
12/31/2016,01/05/2017,12/10/2016,2.1064,"3,952,316"
12/31/2016,01/05/2017,12/03/2016,2.0373,"3,112,346"
12/24/2016,12/29/2016,11/26/2016,1.9980,"1,819,721"
12/24/2016,12/29/2016,12/03/2016,2.0373,"3,112,346"
12/24/2016,12/29/2016,12/10/2016,2.1057,"3,910,429"
12/24/2016,12/29/2016,12/17/2016,2.0974,"3,753,284"
12/24/2016,12/29/2016,12/24/2016,2.1150,"2,526,025"
12/17/2016,12/21/2016,12/17/2016,2.0974,"3,753,284"
12/17/2016,12/21/2016,12/10/2016,2.1057,"3,910,429"
12/17/2016,12/21/2016,12/03/2016,2.0374,"3,113,943"
12/17/2016,12/21/2016,11/26/2016,1.9980,"1,819,721"
12/17/2016,12/21/2016,11/19/2016,1.9417,"2,156,670"
12/10/2016,12/14/2016,11/12/2016,1.8898,"2,548,339"
12/10/2016,12/14/2016,11/19/2016,1.9417,"2,156,670"
12/10/2016,12/14/2016,11/26/2016,1.9980,"1,819,721"
12/10/2016,12/14/2016,12/03/2016,2.0374,"3,113,943"
12/10/2016,12/14/2016,12/10/2016,2.1053,"3,869,093"
12/03/2016,12/07/2016,12/03/2016,2.0406,"2,948,654"
12/03/2016,12/07/2016,11/26/2016,1.9980,"1,819,721"
12/03/2016,12/07/2016,11/19/2016,1.9417,"2,156,670"
12/03/2016,12/07/2016,11/12/2016,1.8898,"2,548,339"
12/03/2016,12/07/2016,11/05/2016,1.8683,"4,521,491"
11/26/2016,11/30/2016,10/29/2016,1.8185,"3,015,260"
11/26/2016,11/30/2016,11/05/2016,1.8683,"4,521,491"
11/26/2016,11/30/2016,11/12/2016,1.8898,"2,548,339"
11/26/2016,11/30/2016,11/19/2016,1.9430,"2,156,670"
11/26/2016,11/30/2016,11/26/2016,1.9980,"1,819,721"
11/19/2016,11/23/2016,11/19/2016,1.9430,"2,156,670"
11/19/2016,11/23/2016,11/12/2016,1.8898,"2,548,339"
11/19/2016,11/23/2016,11/05/2016,1.8683,"4,521,491"
11/19/2016,11/23/2016,10/29/2016,1.8185,"3,015,260"
11/19/2016,11/23/2016,10/22/2016,1.8405,"2,869,450"
11/12/2016,11/16/2016,10/15/2016,1.8514,"6,798,990"
11/12/2016,11/16/2016,10/22/2016,1.8405,"2,869,450"
11/12/2016,11/16/2016,10/29/2016,1.8185,"3,015,260"
11/12/2016,11/16/2016,11/05/2016,1.8683,"4,521,491"
11/12/2016,11/16/2016,11/12/2016,1.8898,"2,548,339"
11/05/2016,11/09/2016,11/05/2016,1.8684,"3,783,942"
11/05/2016,11/09/2016,10/29/2016,1.8185,"3,015,260"
11/05/2016,11/09/2016,10/22/2016,1.8405,"2,869,450"
11/05/2016,11/09/2016,10/15/2016,1.8514,"6,798,990"
11/05/2016,11/09/2016,10/08/2016,1.9467,"3,443,749"
10/29/2016,11/02/2016,10/01/2016,2.0494,"2,435,028"
10/29/2016,11/02/2016,10/08/2016,1.9471,"3,442,867"
10/29/2016,11/02/2016,10/15/2016,1.8514,"6,798,990"
10/29/2016,11/02/2016,10/22/2016,1.8405,"2,869,450"
10/29/2016,11/02/2016,10/29/2016,1.8185,"3,015,260"
10/22/2016,10/26/2016,10/22/2016,1.8405,"2,869,450"
10/22/2016,10/26/2016,10/15/2016,1.8515,"6,798,880"
10/22/2016,10/26/2016,10/08/2016,1.9471,"3,442,867"
10/22/2016,10/26/2016,10/01/2016,2.0494,"2,435,028"
10/22/2016,10/26/2016,09/24/2016,2.0341,"2,721,034"
10/15/2016,10/19/2016,09/17/2016,2.0621,"2,684,687"
10/15/2016,10/19/2016,09/24/2016,2.0341,"2,721,034"
10/15/2016,10/19/2016,10/01/2016,2.0494,"2,435,028"
10/15/2016,10/19/2016,10/08/2016,1.9471,"3,442,867"
10/15/2016,10/19/2016,10/15/2016,1.8527,"6,639,047"
10/08/2016,10/13/2016,10/08/2016,1.9477,"3,442,870"
10/08/2016,10/13/2016,10/01/2016,2.0494,"2,435,028"
10/08/2016,10/13/2016,09/24/2016,2.0341,"2,721,037"
10/08/2016,10/13/2016,09/17/2016,2.0621,"2,684,690"
10/08/2016,10/13/2016,09/10/2016,2.1117,"2,591,357"
10/01/2016,10/05/2016,09/03/2016,2.1275,"2,624,761"
10/01/2016,10/05/2016,09/10/2016,2.1117,"2,591,357"
10/01/2016,10/05/2016,09/17/2016,2.0650,"2,524,966"
10/01/2016,10/05/2016,09/24/2016,2.0342,"2,715,525"
10/01/2016,10/05/2016,10/01/2016,2.0490,"2,461,483"
09/24/2016,09/28/2016,09/24/2016,2.0342,"2,715,525"
09/24/2016,09/28/2016,09/17/2016,2.0650,"2,524,966"
09/24/2016,09/28/2016,09/10/2016,2.1117,"2,591,357"
09/24/2016,09/28/2016,09/03/2016,2.1275,"2,624,761"
09/24/2016,09/28/2016,08/27/2016,2.2202,"2,552,651"
09/17/2016,09/21/2016,08/20/2016,2.2444,"3,111,520"
09/17/2016,09/21/2016,08/27/2016,2.2202,"2,552,651"
09/17/2016,09/21/2016,09/03/2016,2.1275,"2,624,761"
09/17/2016,09/21/2016,09/10/2016,2.1117,"2,591,357"
09/17/2016,09/21/2016,09/17/2016,2.0658,"2,483,685"
09/10/2016,09/14/2016,09/10/2016,2.0982,"1,974,896"
09/10/2016,09/14/2016,09/03/2016,2.1204,"2,423,041"
09/10/2016,09/14/2016,08/27/2016,2.2202,"2,552,706"
09/10/2016,09/14/2016,08/20/2016,2.2444,"3,111,520"
09/10/2016,09/14/2016,08/13/2016,2.2183,"3,380,469"
09/03/2016,09/08/2016,08/06/2016,2.2156,"2,575,249"
09/03/2016,09/08/2016,08/13/2016,2.2183,"3,380,469"
09/03/2016,09/08/2016,08/20/2016,2.2444,"3,111,520"
09/03/2016,09/08/2016,08/27/2016,2.2202,"2,552,706"
09/03/2016,09/08/2016,09/03/2016,2.1204,"2,423,041"
08/27/2016,08/31/2016,08/27/2016,2.2210,"2,470,033"
08/27/2016,08/31/2016,08/20/2016,2.2444,"3,111,520"
08/27/2016,08/31/2016,08/13/2016,2.2188,"3,421,805"
08/27/2016,08/31/2016,08/06/2016,2.2154,"2,575,249"
08/27/2016,08/31/2016,07/30/2016,2.2938,"3,839,467"
08/20/2016,08/24/2016,07/23/2016,2.3056,"3,855,043"
08/20/2016,08/24/2016,07/30/2016,2.2938,"3,839,467"
08/20/2016,08/24/2016,08/06/2016,2.2154,"2,575,249"
08/20/2016,08/24/2016,08/13/2016,2.2188,"3,421,805"
08/20/2016,08/24/2016,08/20/2016,2.2465,"2,987,566"
08/13/2016,08/17/2016,08/13/2016,2.2188,"3,421,805"
08/13/2016,08/17/2016,08/06/2016,2.2154,"2,575,249"
08/13/2016,08/17/2016,07/30/2016,2.2938,"3,839,467"
08/13/2016,08/17/2016,07/23/2016,2.3056,"3,855,043"
08/13/2016,08/17/2016,07/16/2016,2.3081,"2,985,685"
08/06/2016,08/10/2016,07/09/2016,2.3424,"2,734,661"
08/06/2016,08/10/2016,07/16/2016,2.3081,"2,985,685"
08/06/2016,08/10/2016,07/23/2016,2.3056,"3,855,043"
08/06/2016,08/10/2016,07/30/2016,2.2938,"3,839,467"
08/06/2016,08/10/2016,08/06/2016,2.2188,"2,333,579"
07/30/2016,08/03/2016,07/30/2016,2.2938,"3,840,238"
07/30/2016,08/03/2016,07/23/2016,2.3056,"3,855,043"
07/30/2016,08/03/2016,07/16/2016,2.3081,"2,985,685"
07/30/2016,08/03/2016,07/09/2016,2.3424,"2,734,661"
07/30/2016,08/03/2016,07/02/2016,2.3401,"2,829,292"
07/23/2016,07/27/2016,06/25/2016,2.3046,"3,240,579"
07/23/2016,07/27/2016,07/02/2016,2.3401,"2,829,292"
07/23/2016,07/27/2016,07/09/2016,2.3424,"2,734,661"
07/23/2016,07/27/2016,07/16/2016,2.3081,"2,985,685"
07/23/2016,07/27/2016,07/23/2016,2.3098,"4,060,566"
07/16/2016,07/20/2016,07/16/2016,2.3081,"2,985,685"
07/16/2016,07/20/2016,07/09/2016,2.3424,"2,734,661"
07/16/2016,07/20/2016,07/02/2016,2.3401,"2,829,292"
07/16/2016,07/20/2016,06/25/2016,2.3046,"3,240,579"
07/16/2016,07/20/2016,06/18/2016,2.1852,"3,485,127"
07/09/2016,07/13/2016,06/11/2016,2.0928,"3,855,418"
07/09/2016,07/13/2016,06/18/2016,2.1852,"3,485,127"
07/09/2016,07/13/2016,06/25/2016,2.3046,"3,240,579"
07/09/2016,07/13/2016,07/02/2016,2.3401,"2,829,292"
07/09/2016,07/13/2016,07/09/2016,2.3446,"2,575,103"
07/02/2016,07/07/2016,07/02/2016,2.3484,"2,350,674"
07/02/2016,07/07/2016,06/25/2016,2.3046,"3,240,579"
07/02/2016,07/07/2016,06/18/2016,2.1852,"3,485,127"
07/02/2016,07/07/2016,06/11/2016,2.0928,"3,855,418"
07/02/2016,07/07/2016,06/04/2016,2.0689,"2,923,913"
06/25/2016,06/29/2016,05/28/2016,2.0526,"4,656,718"
06/25/2016,06/29/2016,06/04/2016,2.0690,"2,924,905"
06/25/2016,06/29/2016,06/11/2016,2.0928,"3,855,418"
06/25/2016,06/29/2016,06/18/2016,2.1852,"3,485,127"
06/25/2016,06/29/2016,06/25/2016,2.3046,"3,240,579"
06/18/2016,06/22/2016,06/18/2016,2.1926,"2,983,965"
06/18/2016,06/22/2016,06/11/2016,2.0920,"3,855,859"
06/18/2016,06/22/2016,06/04/2016,2.0690,"2,924,905"
06/18/2016,06/22/2016,05/28/2016,2.0526,"4,656,718"
06/18/2016,06/22/2016,05/21/2016,2.0495,"3,613,678"
06/11/2016,06/15/2016,05/14/2016,2.0521,"3,023,421"
06/11/2016,06/15/2016,05/21/2016,2.0495,"3,613,678"
06/11/2016,06/15/2016,05/28/2016,2.0526,"4,656,718"
06/11/2016,06/15/2016,06/04/2016,2.0690,"2,924,905"
06/11/2016,06/15/2016,06/11/2016,2.0920,"3,855,859"
06/04/2016,06/08/2016,06/04/2016,2.0777,"2,089,913"
06/04/2016,06/08/2016,05/28/2016,2.0526,"4,656,718"
06/04/2016,06/08/2016,05/21/2016,2.0495,"3,613,678"
06/04/2016,06/08/2016,05/14/2016,2.0521,"3,023,421"
06/04/2016,06/08/2016,05/07/2016,2.0685,"3,580,303"
05/28/2016,06/02/2016,04/30/2016,2.0719,"3,353,247"
05/28/2016,06/02/2016,05/07/2016,2.0734,"3,580,303"
05/28/2016,06/02/2016,05/14/2016,2.0521,"3,023,421"
05/28/2016,06/02/2016,05/21/2016,2.0495,"3,613,678"
05/28/2016,06/02/2016,05/28/2016,2.0563,"4,171,706"
05/21/2016,05/25/2016,05/21/2016,2.0495,"3,613,678"
05/21/2016,05/25/2016,05/14/2016,2.0521,"3,023,421"
05/21/2016,05/25/2016,05/07/2016,2.0727,"3,622,193"
05/21/2016,05/25/2016,04/30/2016,2.0719,"3,353,410"
05/21/2016,05/25/2016,04/23/2016,2.0884,"3,401,854"
05/14/2016,05/18/2016,04/16/2016,2.0514,"5,450,493"
05/14/2016,05/18/2016,04/23/2016,2.0884,"3,401,854"
05/14/2016,05/18/2016,04/30/2016,2.0719,"3,353,410"
05/14/2016,05/18/2016,05/07/2016,2.0725,"3,622,193"
05/14/2016,05/18/2016,05/14/2016,2.0521,"3,023,421"
05/07/2016,05/11/2016,05/07/2016,2.0725,"3,622,193"
05/07/2016,05/11/2016,04/30/2016,2.0719,"3,353,410"
05/07/2016,05/11/2016,04/23/2016,2.0884,"3,401,854"
05/07/2016,05/11/2016,04/16/2016,2.0514,"5,450,493"
05/07/2016,05/11/2016,04/09/2016,1.9553,"4,261,594"
04/30/2016,05/04/2016,04/02/2016,1.9536,"4,817,119"
04/30/2016,05/04/2016,04/09/2016,1.9553,"4,261,594"
04/30/2016,05/04/2016,04/16/2016,2.0514,"5,450,493"
04/30/2016,05/04/2016,04/23/2016,2.0884,"3,401,854"
04/30/2016,05/04/2016,04/30/2016,2.0719,"3,353,410"
04/23/2016,04/27/2016,04/23/2016,2.0884,"3,401,854"
04/23/2016,04/27/2016,04/16/2016,2.0514,"5,450,493"
04/23/2016,04/27/2016,04/09/2016,1.9553,"4,261,594"
04/23/2016,04/27/2016,04/02/2016,1.9536,"4,817,230"
04/23/2016,04/27/2016,03/26/2016,1.9448,"4,594,048"
04/16/2016,04/20/2016,03/19/2016,1.9930,"4,902,434"
04/16/2016,04/20/2016,03/26/2016,1.9448,"4,594,048"
04/16/2016,04/20/2016,04/02/2016,1.9536,"4,817,230"
04/16/2016,04/20/2016,04/09/2016,1.9553,"4,261,594"
04/16/2016,04/20/2016,04/16/2016,2.0514,"5,450,493"
04/09/2016,04/13/2016,04/09/2016,1.9553,"4,261,594"
04/09/2016,04/13/2016,04/02/2016,1.9536,"4,817,230"
04/09/2016,04/13/2016,03/26/2016,1.9448,"4,594,048"
04/09/2016,04/13/2016,03/19/2016,1.9929,"4,900,450"
04/09/2016,04/13/2016,03/12/2016,2.0003,"3,819,313"
04/02/2016,04/06/2016,03/05/2016,2.0309,"3,963,381"
04/02/2016,04/06/2016,03/12/2016,2.0003,"3,819,313"
04/02/2016,04/06/2016,03/19/2016,1.9929,"4,900,450"
04/02/2016,04/06/2016,03/26/2016,1.9448,"4,594,048"
04/02/2016,04/06/2016,04/02/2016,1.9545,"4,693,221"
03/26/2016,03/30/2016,03/26/2016,1.9448,"4,594,048"
03/26/2016,03/30/2016,03/19/2016,1.9929,"4,900,505"
03/26/2016,03/30/2016,03/12/2016,2.0004,"3,819,313"
03/26/2016,03/30/2016,03/05/2016,2.0309,"3,963,381"
03/26/2016,03/30/2016,02/27/2016,2.0737,"4,146,845"
03/19/2016,03/23/2016,02/20/2016,2.1303,"5,463,976"
03/19/2016,03/23/2016,02/27/2016,2.0737,"4,146,845"
03/19/2016,03/23/2016,03/05/2016,2.0309,"3,963,381"
03/19/2016,03/23/2016,03/12/2016,2.0004,"3,819,313"
03/19/2016,03/23/2016,03/19/2016,1.9940,"4,740,672"
03/12/2016,03/16/2016,03/12/2016,2.0004,"3,819,313"
03/12/2016,03/16/2016,03/05/2016,2.0309,"3,963,381"
03/12/2016,03/16/2016,02/27/2016,2.0737,"4,146,845"
03/12/2016,03/16/2016,02/20/2016,2.1303,"5,463,315"
03/12/2016,03/16/2016,02/13/2016,2.1527,"4,959,124"
03/05/2016,03/09/2016,02/06/2016,2.1704,"5,002,912"
03/05/2016,03/09/2016,02/13/2016,2.1496,"4,959,124"
03/05/2016,03/09/2016,02/20/2016,2.1303,"5,463,315"
03/05/2016,03/09/2016,02/27/2016,2.0737,"4,146,845"
03/05/2016,03/09/2016,03/05/2016,2.0330,"3,680,475"
02/27/2016,03/02/2016,02/27/2016,2.0737,"4,146,845"
02/27/2016,03/02/2016,02/20/2016,2.1329,"5,210,395"
02/27/2016,03/02/2016,02/13/2016,2.1514,"4,916,851"
02/27/2016,03/02/2016,02/06/2016,2.1720,"5,002,912"
02/27/2016,03/02/2016,01/30/2016,2.1500,"3,594,984"
02/20/2016,02/24/2016,01/23/2016,2.1111,"5,001,921"
02/20/2016,02/24/2016,01/30/2016,2.1500,"3,594,984"
02/20/2016,02/24/2016,02/06/2016,2.1720,"5,002,912"
02/20/2016,02/24/2016,02/13/2016,2.1514,"4,916,851"
02/20/2016,02/24/2016,02/20/2016,2.1329,"5,210,395"
02/13/2016,02/18/2016,02/13/2016,2.1514,"4,916,851"
02/13/2016,02/18/2016,02/06/2016,2.1720,"5,002,912"
02/13/2016,02/18/2016,01/30/2016,2.1500,"3,596,692"
02/13/2016,02/18/2016,01/23/2016,2.1111,"5,001,921"
02/13/2016,02/18/2016,01/16/2016,2.0411,"4,943,955"
02/06/2016,02/10/2016,01/09/2016,2.0443,"4,806,481"
02/06/2016,02/10/2016,01/16/2016,2.0411,"4,944,338"
02/06/2016,02/10/2016,01/23/2016,2.1113,"5,001,921"
02/06/2016,02/10/2016,01/30/2016,2.1500,"3,596,687"
02/06/2016,02/10/2016,02/06/2016,2.1720,"5,002,906"
01/30/2016,02/03/2016,01/30/2016,2.1500,"3,596,687"
01/30/2016,02/03/2016,01/23/2016,2.1109,"5,001,921"
01/30/2016,02/03/2016,01/16/2016,2.0420,"5,028,057"
01/30/2016,02/03/2016,01/09/2016,2.0456,"4,806,480"
01/30/2016,02/03/2016,01/02/2016,2.0411,"3,595,507"
01/23/2016,01/27/2016,12/26/2015,2.0664,"3,699,213"
01/23/2016,01/27/2016,01/02/2016,2.0411,"3,595,507"
01/23/2016,01/27/2016,01/09/2016,2.0456,"4,806,480"
01/23/2016,01/27/2016,01/16/2016,2.0419,"4,858,745"
01/23/2016,01/27/2016,01/23/2016,2.1117,"4,842,308"
01/16/2016,01/21/2016,01/16/2016,2.0427,"4,693,400"
01/16/2016,01/21/2016,01/09/2016,2.0457,"4,765,254"
01/16/2016,01/21/2016,01/02/2016,2.0411,"3,595,507"
01/16/2016,01/21/2016,12/26/2015,2.0664,"3,699,268"
01/16/2016,01/21/2016,12/19/2015,2.4649,"2,990,807"
01/09/2016,01/13/2016,12/12/2015,2.8560,"3,569,703"
01/09/2016,01/13/2016,12/19/2015,2.4649,"2,990,807"
01/09/2016,01/13/2016,12/26/2015,2.0664,"3,699,323"
01/09/2016,01/13/2016,01/02/2016,2.0411,"3,595,507"
01/09/2016,01/13/2016,01/09/2016,2.0459,"4,723,918"
01/02/2016,01/06/2016,01/02/2016,2.0411,"3,595,507"
01/02/2016,01/06/2016,12/26/2015,2.0664,"3,699,323"
01/02/2016,01/06/2016,12/19/2015,2.4642,"2,996,042"
01/02/2016,01/06/2016,12/12/2015,2.8567,"3,610,874"
01/02/2016,01/06/2016,12/05/2015,2.8806,"3,270,168"
12/26/2015,12/30/2015,11/28/2015,2.8853,"2,059,717"
12/26/2015,12/30/2015,12/05/2015,2.8806,"3,270,168"
12/26/2015,12/30/2015,12/12/2015,2.8567,"3,610,874"
12/26/2015,12/30/2015,12/19/2015,2.4642,"2,996,042"
12/26/2015,12/30/2015,12/26/2015,2.0710,"3,451,378"
12/19/2015,12/23/2015,12/19/2015,2.4642,"2,996,042"
12/19/2015,12/23/2015,12/12/2015,2.8567,"3,610,874"
12/19/2015,12/23/2015,12/05/2015,2.8806,"3,270,168"
12/19/2015,12/23/2015,11/28/2015,2.8853,"2,065,229"
12/19/2015,12/23/2015,11/21/2015,2.8885,"3,385,150"
12/12/2015,12/16/2015,11/14/2015,2.8223,"3,315,451"
12/12/2015,12/16/2015,11/21/2015,2.8885,"3,385,150"
12/12/2015,12/16/2015,11/28/2015,2.8853,"2,065,284"
12/12/2015,12/16/2015,12/05/2015,2.8806,"3,270,168"
12/12/2015,12/16/2015,12/12/2015,2.8567,"3,610,874"
12/05/2015,12/09/2015,12/05/2015,2.8813,"3,352,510"
12/05/2015,12/09/2015,11/28/2015,2.8866,"2,150,381"
12/05/2015,12/09/2015,11/21/2015,2.8885,"3,386,638"
12/05/2015,12/09/2015,11/14/2015,2.8223,"3,315,451"
12/05/2015,12/09/2015,11/07/2015,2.6718,"4,383,463"
11/28/2015,12/02/2015,10/31/2015,2.4785,"3,044,032"
11/28/2015,12/02/2015,11/07/2015,2.6718,"4,383,463"
11/28/2015,12/02/2015,11/14/2015,2.8223,"3,316,443"
11/28/2015,12/02/2015,11/21/2015,2.8886,"3,390,055"
11/28/2015,12/02/2015,11/28/2015,2.8867,"2,155,617"
11/21/2015,11/25/2015,11/21/2015,2.8880,"3,307,382"
