Week Ending Date,Report Date,Date,Weighted Prices,Sales
02/23/2013,02/27/2013,02/09/2013,1.5726,"12,355,543"
02/23/2013,02/27/2013,02/16/2013,1.5577,"16,018,694"
02/23/2013,02/27/2013,02/23/2013,1.5744,"15,347,954"
02/16/2013,02/21/2013,02/16/2013,1.5577,"16,061,249"
02/16/2013,02/21/2013,02/09/2013,1.5729,"12,528,974"
02/16/2013,02/21/2013,02/02/2013,1.5380,"29,524,519"
02/16/2013,02/21/2013,01/26/2013,1.5491,"20,949,624"
02/16/2013,02/21/2013,01/19/2013,1.5714,"19,688,234"
02/09/2013,02/13/2013,01/12/2013,1.5482,"17,302,942"
02/09/2013,02/13/2013,01/19/2013,1.5714,"19,688,234"
02/09/2013,02/13/2013,01/26/2013,1.5491,"20,949,624"
02/09/2013,02/13/2013,02/02/2013,1.5380,"29,524,519"
02/09/2013,02/13/2013,02/09/2013,1.5731,"12,487,089"
02/02/2013,02/06/2013,02/02/2013,1.5378,"29,398,338"
02/02/2013,02/06/2013,01/26/2013,1.5491,"20,949,624"
02/02/2013,02/06/2013,01/19/2013,1.5714,"19,688,234"
02/02/2013,02/06/2013,01/12/2013,1.5482,"17,302,942"
02/02/2013,02/06/2013,01/05/2013,1.5780,"11,921,449"
01/26/2013,01/30/2013,12/29/2012,1.5193,"22,928,846"
01/26/2013,01/30/2013,01/05/2013,1.5780,"11,921,449"
01/26/2013,01/30/2013,01/12/2013,1.5482,"17,302,942"
01/26/2013,01/30/2013,01/19/2013,1.5714,"19,688,234"
01/26/2013,01/30/2013,01/26/2013,1.5492,"20,906,874"
01/19/2013,01/24/2013,01/19/2013,1.5714,"19,695,531"
01/19/2013,01/24/2013,01/12/2013,1.5482,"17,307,474"
01/19/2013,01/24/2013,01/05/2013,1.5779,"11,921,449"
01/19/2013,01/24/2013,12/29/2012,1.5193,"22,928,846"
01/19/2013,01/24/2013,12/22/2012,1.5596,"12,471,858"
01/12/2013,01/16/2013,12/15/2012,1.5456,"15,451,313"
01/12/2013,01/16/2013,12/22/2012,1.5596,"12,471,858"
01/12/2013,01/16/2013,12/29/2012,1.5193,"22,928,846"
01/12/2013,01/16/2013,01/05/2013,1.5779,"11,921,499"
01/12/2013,01/16/2013,01/12/2013,1.5482,"17,265,637"
01/05/2013,01/09/2013,01/05/2013,1.5766,"11,996,797"
01/05/2013,01/09/2013,12/29/2012,1.5193,"22,928,846"
01/05/2013,01/09/2013,12/22/2012,1.5596,"12,471,858"
01/05/2013,01/09/2013,12/15/2012,1.5456,"15,451,313"
01/05/2013,01/09/2013,12/08/2012,1.5428,"14,455,291"
12/29/2012,01/03/2013,12/01/2012,1.5301,"16,523,352"
12/29/2012,01/03/2013,12/08/2012,1.5428,"14,455,291"
12/29/2012,01/03/2013,12/15/2012,1.5456,"15,451,313"
12/29/2012,01/03/2013,12/22/2012,1.5596,"12,471,858"
12/29/2012,01/03/2013,12/29/2012,1.5193,"22,967,867"
12/22/2012,12/27/2012,12/22/2012,1.5596,"12,302,358"
12/22/2012,12/27/2012,12/15/2012,1.5456,"15,451,313"
12/22/2012,12/27/2012,12/08/2012,1.5428,"14,455,291"
12/22/2012,12/27/2012,12/01/2012,1.5301,"16,525,660"
12/22/2012,12/27/2012,11/24/2012,1.5197,"11,903,265"
12/15/2012,12/19/2012,11/17/2012,1.5160,"15,197,900"
12/15/2012,12/19/2012,11/24/2012,1.5197,"11,903,265"
12/15/2012,12/19/2012,12/01/2012,1.5301,"16,525,660"
12/15/2012,12/19/2012,12/08/2012,1.5428,"14,455,291"
12/15/2012,12/19/2012,12/15/2012,1.5456,"15,451,213"
12/08/2012,12/12/2012,12/08/2012,1.5436,"14,370,691"
12/08/2012,12/12/2012,12/01/2012,1.5301,"16,527,842"
12/08/2012,12/12/2012,11/24/2012,1.5199,"11,947,459"
12/08/2012,12/12/2012,11/17/2012,1.5165,"15,281,675"
12/08/2012,12/12/2012,11/10/2012,1.5057,"14,753,322"
12/01/2012,12/05/2012,11/03/2012,1.4941,"12,204,146"
12/01/2012,12/05/2012,11/10/2012,1.5057,"14,753,322"
12/01/2012,12/05/2012,11/17/2012,1.5165,"15,281,675"
12/01/2012,12/05/2012,11/24/2012,1.5199,"11,947,459"
12/01/2012,12/05/2012,12/01/2012,1.5310,"16,454,459"
11/24/2012,11/28/2012,11/24/2012,1.5199,"11,947,459"
11/24/2012,11/28/2012,11/17/2012,1.5165,"15,281,675"
11/24/2012,11/28/2012,11/10/2012,1.5057,"14,753,322"
11/24/2012,11/28/2012,11/03/2012,1.4939,"12,248,238"
11/24/2012,11/28/2012,10/27/2012,1.4859,"11,489,667"
11/17/2012,11/21/2012,10/20/2012,1.4718,"11,925,835"
11/17/2012,11/21/2012,10/27/2012,1.4859,"11,489,667"
11/17/2012,11/21/2012,11/03/2012,1.4939,"12,248,238"
11/17/2012,11/21/2012,11/10/2012,1.5057,"14,753,322"
11/17/2012,11/21/2012,11/17/2012,1.5165,"15,281,675"
11/10/2012,11/15/2012,11/10/2012,1.5057,"14,753,322"
11/10/2012,11/15/2012,11/03/2012,1.4939,"12,248,238"
11/10/2012,11/15/2012,10/27/2012,1.4859,"11,489,667"
11/10/2012,11/15/2012,10/20/2012,1.4718,"11,927,835"
11/10/2012,11/15/2012,10/13/2012,1.4587,"14,183,908"
11/03/2012,11/07/2012,10/06/2012,1.4402,"12,118,973"
11/03/2012,11/07/2012,10/13/2012,1.4587,"14,183,908"
11/03/2012,11/07/2012,10/20/2012,1.4718,"11,927,835"
11/03/2012,11/07/2012,10/27/2012,1.4859,"11,487,467"
11/03/2012,11/07/2012,11/03/2012,1.4916,"12,205,016"
10/27/2012,10/31/2012,10/27/2012,1.4861,"11,446,030"
10/27/2012,10/31/2012,10/20/2012,1.4718,"11,927,835"
10/27/2012,10/31/2012,10/13/2012,1.4587,"14,183,908"
10/27/2012,10/31/2012,10/06/2012,1.4402,"12,118,973"
10/27/2012,10/31/2012,09/29/2012,1.4391,"9,894,619"
10/20/2012,10/24/2012,09/22/2012,1.3932,"13,579,355"
10/20/2012,10/24/2012,09/29/2012,1.4391,"9,894,619"
10/20/2012,10/24/2012,10/06/2012,1.4402,"12,118,973"
10/20/2012,10/24/2012,10/13/2012,1.4587,"14,183,908"
10/20/2012,10/24/2012,10/20/2012,1.4718,"11,927,835"
10/13/2012,10/17/2012,10/13/2012,1.4587,"14,183,908"
10/13/2012,10/17/2012,10/06/2012,1.4405,"12,118,975"
10/13/2012,10/17/2012,09/29/2012,1.4391,"9,894,619"
10/13/2012,10/17/2012,09/22/2012,1.3938,"13,579,360"
10/13/2012,10/17/2012,09/15/2012,1.3803,"12,820,301"
10/06/2012,10/11/2012,09/08/2012,1.3623,"15,515,147"
10/06/2012,10/11/2012,09/15/2012,1.3806,"12,820,302"
10/06/2012,10/11/2012,09/22/2012,1.3941,"13,579,361"
10/06/2012,10/11/2012,09/29/2012,1.4395,"9,894,620"
10/06/2012,10/11/2012,10/06/2012,1.4409,"12,118,976"
09/29/2012,10/03/2012,09/29/2012,1.4395,"9,894,621"
09/29/2012,10/03/2012,09/22/2012,1.3941,"13,579,361"
09/29/2012,10/03/2012,09/15/2012,1.3806,"12,820,302"
09/29/2012,10/03/2012,09/08/2012,1.3623,"15,515,147"
09/29/2012,10/03/2012,09/01/2012,1.3266,"13,494,639"
09/22/2012,09/26/2012,08/25/2012,1.2955,"15,682,888"
09/22/2012,09/26/2012,09/01/2012,1.3266,"13,494,639"
09/22/2012,09/26/2012,09/08/2012,1.3624,"15,515,149"
09/22/2012,09/26/2012,09/15/2012,1.3809,"12,820,303"
09/22/2012,09/26/2012,09/22/2012,1.3943,"13,558,827"
09/15/2012,09/19/2012,09/15/2012,1.3809,"12,820,303"
09/15/2012,09/19/2012,09/08/2012,1.3624,"15,515,149"
09/15/2012,09/19/2012,09/01/2012,1.3266,"13,494,639"
09/15/2012,09/19/2012,08/25/2012,1.2957,"15,724,888"
09/15/2012,09/19/2012,08/18/2012,1.2573,"15,651,726"
09/08/2012,09/12/2012,08/11/2012,1.2438,"17,615,498"
09/08/2012,09/12/2012,08/18/2012,1.2573,"15,651,726"
09/08/2012,09/12/2012,08/25/2012,1.2957,"15,724,888"
09/08/2012,09/12/2012,09/01/2012,1.3265,"13,497,139"
09/08/2012,09/12/2012,09/08/2012,1.3622,"15,515,911"
09/01/2012,09/06/2012,09/01/2012,1.3263,"13,326,460"
09/01/2012,09/06/2012,08/25/2012,1.2960,"15,599,488"
09/01/2012,09/06/2012,08/18/2012,1.2573,"15,651,726"
09/01/2012,09/06/2012,08/11/2012,1.2438,"17,615,498"
09/01/2012,09/06/2012,08/04/2012,1.2145,"12,927,686"
08/25/2012,08/29/2012,07/28/2012,1.1990,"15,059,697"
08/25/2012,08/29/2012,08/04/2012,1.2145,"12,927,686"
08/25/2012,08/29/2012,08/11/2012,1.2439,"17,615,499"
08/25/2012,08/29/2012,08/18/2012,1.2573,"15,651,726"
08/25/2012,08/29/2012,08/25/2012,1.2955,"15,725,977"
08/18/2012,08/22/2012,08/18/2012,1.2575,"15,609,839"
08/18/2012,08/22/2012,08/11/2012,1.2468,"17,573,612"
08/18/2012,08/22/2012,08/04/2012,1.2144,"12,969,849"
08/18/2012,08/22/2012,07/28/2012,1.1990,"15,059,697"
08/18/2012,08/22/2012,07/21/2012,1.1761,"17,359,050"
08/11/2012,08/15/2012,07/14/2012,1.1586,"17,261,958"
08/11/2012,08/15/2012,07/21/2012,1.1761,"17,359,050"
08/11/2012,08/15/2012,07/28/2012,1.1990,"15,059,697"
08/11/2012,08/15/2012,08/04/2012,1.2144,"12,969,849"
08/11/2012,08/15/2012,08/11/2012,1.2467,"17,487,632"
08/04/2012,08/08/2012,08/04/2012,1.2144,"12,927,686"
08/04/2012,08/08/2012,07/28/2012,1.1990,"15,059,697"
08/04/2012,08/08/2012,07/21/2012,1.1761,"17,359,050"
08/04/2012,08/08/2012,07/14/2012,1.1586,"17,261,958"
08/04/2012,08/08/2012,07/07/2012,1.1607,"11,545,394"
07/28/2012,08/01/2012,06/30/2012,1.0978,"35,689,102"
07/28/2012,08/01/2012,07/07/2012,1.1607,"11,545,394"
07/28/2012,08/01/2012,07/14/2012,1.1586,"17,261,958"
07/28/2012,08/01/2012,07/21/2012,1.1761,"17,359,050"
07/28/2012,08/01/2012,07/28/2012,1.2014,"14,979,910"
07/21/2012,07/25/2012,07/21/2012,1.1759,"17,275,087"
07/21/2012,07/25/2012,07/14/2012,1.1586,"17,261,958"
07/21/2012,07/25/2012,07/07/2012,1.1607,"11,545,395"
07/21/2012,07/25/2012,06/30/2012,1.0978,"35,689,102"
07/21/2012,07/25/2012,06/23/2012,1.1091,"32,557,461"
07/14/2012,07/18/2012,06/16/2012,1.1019,"30,234,057"
07/14/2012,07/18/2012,06/23/2012,1.1091,"32,557,461"
07/14/2012,07/18/2012,06/30/2012,1.0978,"35,689,102"
07/14/2012,07/18/2012,07/07/2012,1.1608,"11,505,145"
07/14/2012,07/18/2012,07/14/2012,1.1575,"17,424,379"
07/07/2012,07/11/2012,07/07/2012,1.1597,"11,368,920"
07/07/2012,07/11/2012,06/30/2012,1.0978,"35,689,102"
07/07/2012,07/11/2012,06/23/2012,1.1090,"32,599,624"
07/07/2012,07/11/2012,06/16/2012,1.1019,"30,234,057"
07/07/2012,07/11/2012,06/09/2012,1.1077,"28,079,381"
06/30/2012,07/05/2012,06/02/2012,1.0966,"30,770,453"
06/30/2012,07/05/2012,06/09/2012,1.1073,"27,994,381"
06/30/2012,07/05/2012,06/16/2012,1.1019,"30,234,060"
06/30/2012,07/05/2012,06/23/2012,1.1090,"32,599,624"
06/30/2012,07/05/2012,06/30/2012,1.0977,"35,647,215"
06/23/2012,06/27/2012,06/23/2012,1.1090,"32,599,624"
06/23/2012,06/27/2012,06/16/2012,1.1016,"30,151,388"
06/23/2012,06/27/2012,06/09/2012,1.1054,"27,587,392"
06/23/2012,06/27/2012,06/02/2012,1.0964,"30,769,117"
06/23/2012,06/27/2012,05/26/2012,1.1319,"34,745,041"
06/16/2012,06/20/2012,05/19/2012,1.1449,"32,695,694"
06/16/2012,06/20/2012,05/26/2012,1.1319,"34,745,041"
06/16/2012,06/20/2012,06/02/2012,1.0957,"30,602,040"
06/16/2012,06/20/2012,06/09/2012,1.1021,"26,903,776"
06/16/2012,06/20/2012,06/16/2012,1.0997,"29,697,756"
06/09/2012,06/13/2012,06/09/2012,1.1022,"26,774,802"
06/09/2012,06/13/2012,06/02/2012,1.0957,"30,601,990"
06/09/2012,06/13/2012,05/26/2012,1.1319,"34,752,541"
06/09/2012,06/13/2012,05/19/2012,1.1449,"32,695,694"
06/09/2012,06/13/2012,05/12/2012,1.1473,"27,024,186"
06/02/2012,06/06/2012,05/05/2012,1.2167,"21,908,489"
06/02/2012,06/06/2012,05/12/2012,1.1473,"27,024,186"
06/02/2012,06/06/2012,05/19/2012,1.1448,"32,695,694"
06/02/2012,06/06/2012,05/26/2012,1.1316,"34,500,264"
06/02/2012,06/06/2012,06/02/2012,1.0957,"30,601,990"
05/26/2012,05/31/2012,05/26/2012,1.1317,"34,457,764"
05/26/2012,05/31/2012,05/19/2012,1.1448,"32,695,694"
05/26/2012,05/31/2012,05/12/2012,1.1473,"27,024,186"
05/26/2012,05/31/2012,05/05/2012,1.2167,"21,908,489"
05/26/2012,05/31/2012,04/28/2012,1.2177,"27,541,867"
05/19/2012,05/23/2012,04/21/2012,1.2413,"26,308,846"
05/19/2012,05/23/2012,04/28/2012,1.2177,"27,541,702"
05/19/2012,05/23/2012,05/05/2012,1.2167,"21,908,489"
05/19/2012,05/23/2012,05/12/2012,1.1473,"27,024,186"
05/19/2012,05/23/2012,05/19/2012,1.1449,"32,735,694"
05/12/2012,05/16/2012,05/12/2012,1.1467,"26,874,383"
05/12/2012,05/16/2012,05/05/2012,1.2169,"21,910,537"
05/12/2012,05/16/2012,04/28/2012,1.2177,"27,541,702"
05/12/2012,05/16/2012,04/21/2012,1.2413,"26,308,956"
05/12/2012,05/16/2012,04/14/2012,1.2667,"25,589,620"
05/05/2012,05/09/2012,04/07/2012,1.2619,"22,553,702"
05/05/2012,05/09/2012,04/14/2012,1.2667,"25,589,619"
05/05/2012,05/09/2012,04/21/2012,1.2413,"26,308,955"
05/05/2012,05/09/2012,04/28/2012,1.2175,"27,499,359"
05/05/2012,05/09/2012,05/05/2012,1.2169,"21,910,537"
04/28/2012,05/02/2012,04/28/2012,1.2180,"27,309,819"
04/28/2012,05/02/2012,04/21/2012,1.2415,"26,350,291"
04/28/2012,05/02/2012,04/14/2012,1.2667,"25,589,619"
04/28/2012,05/02/2012,04/07/2012,1.2619,"22,553,702"
04/28/2012,05/02/2012,03/31/2012,1.2745,"23,706,286"
04/21/2012,04/25/2012,03/24/2012,1.3008,"28,521,183"
04/21/2012,04/25/2012,03/31/2012,1.2745,"23,706,286"
04/21/2012,04/25/2012,04/07/2012,1.2619,"22,553,702"
04/21/2012,04/25/2012,04/14/2012,1.2667,"25,589,619"
04/21/2012,04/25/2012,04/21/2012,1.2404,"26,198,896"
04/14/2012,04/18/2012,04/14/2012,1.2672,"25,380,070"
04/14/2012,04/18/2012,04/07/2012,1.2607,"22,311,936"
04/14/2012,04/18/2012,03/31/2012,1.2747,"23,622,399"
04/14/2012,04/18/2012,03/24/2012,1.3008,"28,521,183"
04/14/2012,04/18/2012,03/17/2012,1.3256,"23,438,045"
04/07/2012,04/11/2012,03/10/2012,1.3408,"22,506,612"
04/07/2012,04/11/2012,03/17/2012,1.3256,"23,438,045"
04/07/2012,04/11/2012,03/24/2012,1.3007,"28,521,183"
04/07/2012,04/11/2012,03/31/2012,1.2747,"23,622,399"
04/07/2012,04/11/2012,04/07/2012,1.2605,"22,270,600"
03/31/2012,04/04/2012,03/31/2012,1.2965,"22,648,086"
03/31/2012,04/04/2012,03/24/2012,1.3352,"27,690,325"
03/31/2012,04/04/2012,03/17/2012,1.3261,"23,438,045"
03/31/2012,04/04/2012,03/10/2012,1.3408,"22,506,612"
03/31/2012,04/04/2012,03/03/2012,1.3641,"19,101,202"
